06-06-2023, 19:52:57, 0, 164
06-06-2023, 19:53:04, 0, 420
06-06-2023, 19:53:07, 0, 210
07-06-2023, 09:54:42, 554, 152
07-06-2023, 09:54:48, 554, 347
07-06-2023, 10:08:45, 0, 241
07-06-2023, 10:08:51, 0, 336
07-06-2023, 10:08:56, 0, 279
07-06-2023, 10:09:01, 0, 370
07-06-2023, 10:09:07, 0, 318
07-06-2023, 10:09:48, 554, 324
07-06-2023, 10:09:53, 554, 436
07-06-2023, 10:09:59, 554, 155
07-06-2023, 10:10:06, 554, 273
07-06-2023, 10:11:34, 554, 273
07-06-2023, 10:15:47, 0, 249
07-06-2023, 10:15:53, 0, 236
07-06-2023, 10:15:58, 0, 403
07-06-2023, 10:16:04, 0, 434
07-06-2023, 10:16:10, 0, 323
07-06-2023, 10:16:15, 0, 290
07-06-2023, 10:16:21, 0, 387
07-06-2023, 10:19:49, 0, 305
07-06-2023, 10:20:01, 0, 396
07-06-2023, 10:20:28, 0, 403
07-06-2023, 10:20:31, 0, 189
07-06-2023, 10:20:35, 0, 254
07-06-2023, 10:20:41, 0, 313
07-06-2023, 10:20:59, 0, 313
07-06-2023, 10:21:05, 0, 250
07-06-2023, 10:21:32, 0, 262
07-06-2023, 10:21:35, 0, 232
07-06-2023, 10:21:42, 0, 259
07-06-2023, 10:21:45, 0, 318
07-06-2023, 10:21:50, 0, 333
07-06-2023, 10:21:57, 0, 287
07-06-2023, 10:22:00, 0, 431
07-06-2023, 10:22:06, 0, 270
07-06-2023, 10:22:12, 0, 231
07-06-2023, 10:22:18, 0, 202
07-06-2023, 10:24:17, 0, 293
07-06-2023, 10:24:23, 0, 170
07-06-2023, 10:24:27, 0, 216
07-06-2023, 10:24:30, 0, 158
07-06-2023, 10:24:35, 0, 258
07-06-2023, 10:25:14, 0, 442
07-06-2023, 10:26:09, 0, 312
07-06-2023, 10:26:24, 0, 421
07-06-2023, 10:28:05, 0, 307
07-06-2023, 10:28:53, 0, 406
07-06-2023, 10:28:55, 0, 224
07-06-2023, 10:29:02, 0, 423
07-06-2023, 10:29:07, 0, 403
07-06-2023, 10:29:29, 0, 334
07-06-2023, 10:29:31, 0, 252
07-06-2023, 10:29:35, 0, 331
07-06-2023, 10:29:39, 0, 264
07-06-2023, 10:29:44, 0, 266
07-06-2023, 10:29:49, 0, 304
07-06-2023, 10:29:53, 0, 349
07-06-2023, 10:31:43, 0, 226
07-06-2023, 10:31:50, 0, 241
07-06-2023, 10:34:02, 0, 259
07-06-2023, 10:34:07, 0, 335
07-06-2023, 10:34:12, 0, 349
07-06-2023, 10:34:17, 0, 278
07-06-2023, 10:34:20, 0, 436
07-06-2023, 10:34:23, 0, 328
07-06-2023, 10:34:27, 0, 201
07-06-2023, 10:41:01, 0, 188
07-06-2023, 10:41:05, 0, 337
07-06-2023, 10:43:34, 0, 299
07-06-2023, 10:44:45, 0, 423
07-06-2023, 10:46:33, 0, 230
07-06-2023, 10:48:13, 0, 172
07-06-2023, 10:51:38, 0, 345
07-06-2023, 10:51:59, 0, 165
07-06-2023, 10:58:22, 0, 424
07-06-2023, 11:00:59, 0, 276
07-06-2023, 11:01:03, 0, 266
07-06-2023, 11:01:10, 0, 260
07-06-2023, 11:01:13, 0, 173
07-06-2023, 11:02:07, 0, 151
07-06-2023, 11:02:10, 0, 414
07-06-2023, 11:02:16, 0, 190
07-06-2023, 11:02:22, 0, 396
07-06-2023, 11:02:28, 0, 188
07-06-2023, 11:02:32, 0, 336
07-06-2023, 11:02:36, 0, 279
07-06-2023, 11:02:41, 0, 204
07-06-2023, 11:02:45, 0, 318
07-06-2023, 11:02:50, 0, 200
07-06-2023, 11:02:54, 0, 318
07-06-2023, 11:02:58, 0, 232
07-06-2023, 11:03:04, 0, 290
07-06-2023, 11:03:08, 0, 171
07-06-2023, 11:03:15, 0, 442
07-06-2023, 11:03:18, 0, 266
07-06-2023, 11:03:22, 0, 305
07-06-2023, 11:03:25, 0, 295
07-06-2023, 11:03:32, 0, 280
07-06-2023, 11:03:40, 2, 423
07-06-2023, 11:03:43, 1, 249
07-06-2023, 11:03:47, 1, 239
07-06-2023, 11:03:53, 0, 199
07-06-2023, 11:03:58, 1, 324
07-06-2023, 11:04:03, 0, 335
07-06-2023, 11:04:08, 1, 339
07-06-2023, 11:14:03, 0, 150
07-06-2023, 21:04:09, 0, 232
07-06-2023, 21:04:13, 0, 401
07-06-2023, 21:04:19, 0, 414
14-09-2023, 00:31:10, 0, 204
14-09-2023, 00:31:15, 0, 344
14-09-2023, 00:31:19, 0, 428
14-09-2023, 00:31:25, 0, 328
